,person,state,district,vote,name,party,session
366,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,4
367,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,4
368,412428,IN,,Yea,Sen. Todd Young [R],Republican,4
369,412464,OK,,Yea,Sen. James Lankford [R],Republican,4
370,412471,SC,,Yea,Sen. Tim Scott [R],Republican,4
371,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,4
372,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,4
373,412492,KY,,Yea,Sen. Rand Paul [R],Republican,4
374,412494,ND,,Yea,Sen. John Hoeven [R],Republican,4
375,412495,UT,,Yea,Sen. Mike Lee [R],Republican,4
376,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,4
377,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,4
378,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,4
379,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,4
380,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,4
381,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,4
382,412549,MT,,Yea,Sen. Steve Daines [R],Republican,4
383,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,4
384,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,4
385,412573,TX,,Not Voting,"Sen. Ted Cruz [R, 2013-2024]",Republican,4
386,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,4
387,412598,NJ,,Yea,Sen. Cory Booker [D],Democrat,4
388,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,4
389,412666,GA,,Yea,Sen. David Perdue [R],Republican,4
390,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,4
391,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,4
392,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,4
393,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,4
394,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,4
395,412679,LA,,Yea,Sen. John Kennedy [R],Republican,4
396,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,4
397,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,4
398,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,4
399,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,4
400,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,5
401,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,5
402,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,5
403,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,5
404,300025,ME,,Yea,Sen. Susan Collins [R],Republican,5
405,300027,TX,,Yea,Sen. John Cornyn [R],Republican,5
406,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,5
407,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,5
408,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,5
409,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,5
410,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,5
411,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,5
412,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,5
413,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,5
414,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,5
415,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,5
416,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,5
417,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,5
418,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,5
419,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,5
420,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,5
421,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,5
422,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,5
423,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,5
424,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,5
425,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,5
426,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,5
427,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,5
428,400040,AR,,Yea,Sen. John Boozman [R],Republican,5
429,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,5
430,400054,NC,,Yea,Sen. Richard Burr [R],Republican,5
431,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,5
432,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,5
433,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,5
434,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,5
435,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,5
436,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,5
437,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,5
438,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,5
439,400357,VT,,Yea,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,5
440,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,5
441,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,5
442,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,5
443,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,5
444,400546,SD,,Yea,Sen. John Thune [R],Republican,5
445,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,5
446,412200,HI,,Yea,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,5
447,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,5
448,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,5
449,412223,NY,,Yea,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,5
450,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,5
451,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,5
452,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,5
453,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,5
454,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,5
455,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,5
456,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,5
457,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,5
458,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,5
459,412305,MI,,Yea,Sen. Gary Peters [D],Democrat,5
460,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,5
461,412322,ID,,Yea,Sen. James Risch [R],Republican,5
462,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,5
463,412325,OR,,Yea,Sen. Jeff Merkley [D],Democrat,5
464,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,5
465,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,5
466,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,5
467,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,5
468,412428,IN,,Yea,Sen. Todd Young [R],Republican,5
469,412464,OK,,Yea,Sen. James Lankford [R],Republican,5
470,412471,SC,,Yea,Sen. Tim Scott [R],Republican,5
471,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,5
472,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,5
473,412492,KY,,Yea,Sen. Rand Paul [R],Republican,5
474,412494,ND,,Yea,Sen. John Hoeven [R],Republican,5
475,412495,UT,,Yea,Sen. Mike Lee [R],Republican,5
476,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,5
477,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,5
478,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,5
479,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,5
480,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,5
481,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,5
482,412549,MT,,Yea,Sen. Steve Daines [R],Republican,5
483,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,5
484,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,5
485,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,5
486,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,5
487,412598,NJ,,Not Voting,Sen. Cory Booker [D],Democrat,5
488,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,5
489,412666,GA,,Yea,Sen. David Perdue [R],Republican,5
490,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,5
491,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,5
492,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,5
493,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,5
494,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,5
495,412679,LA,,Yea,Sen. John Kennedy [R],Republican,5
496,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,5
497,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,5
498,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,5
499,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,5
500,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,6
501,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,6
502,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,6
503,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,6
504,300025,ME,,Yea,Sen. Susan Collins [R],Republican,6
505,300027,TX,,Yea,Sen. John Cornyn [R],Republican,6
506,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,6
507,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,6
508,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,6
509,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,6
510,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,6
511,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,6
512,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,6
513,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,6
514,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,6
515,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,6
516,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,6
517,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,6
518,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,6
519,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,6
520,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,6
521,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,6
522,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,6
523,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,6
524,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,6
525,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,6
526,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,6
527,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,6
528,400040,AR,,Yea,Sen. John Boozman [R],Republican,6
529,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,6
530,400054,NC,,Yea,Sen. Richard Burr [R],Republican,6
531,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,6
532,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,6
533,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,6
534,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,6
535,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,6
536,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,6
537,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,6
538,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,6
539,400357,VT,,Yea,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,6
540,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,6
541,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,6
542,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,6
543,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,6
544,400546,SD,,Yea,Sen. John Thune [R],Republican,6
545,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,6
546,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,6
547,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,6
548,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,6
549,412223,NY,,Yea,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,6
550,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,6
551,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,6
552,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,6
553,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,6
554,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,6
555,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,6
556,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,6
557,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,6
558,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,6
559,412305,MI,,Yea,Sen. Gary Peters [D],Democrat,6
560,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,6
561,412322,ID,,Yea,Sen. James Risch [R],Republican,6
562,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,6
563,412325,OR,,Yea,Sen. Jeff Merkley [D],Democrat,6
564,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,6
565,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,6
566,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,6
567,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,6
568,412428,IN,,Yea,Sen. Todd Young [R],Republican,6
569,412464,OK,,Yea,Sen. James Lankford [R],Republican,6
570,412471,SC,,Yea,Sen. Tim Scott [R],Republican,6
571,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,6
572,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,6
573,412492,KY,,Yea,Sen. Rand Paul [R],Republican,6
574,412494,ND,,Yea,Sen. John Hoeven [R],Republican,6
575,412495,UT,,Yea,Sen. Mike Lee [R],Republican,6
576,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,6
577,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,6
578,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,6
579,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,6
580,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,6
581,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,6
582,412549,MT,,Yea,Sen. Steve Daines [R],Republican,6
583,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,6
584,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,6
585,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,6
586,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,6
587,412598,NJ,,Not Voting,Sen. Cory Booker [D],Democrat,6
588,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,6
589,412666,GA,,Yea,Sen. David Perdue [R],Republican,6
590,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,6
591,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,6
592,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,6
593,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,6
594,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,6
595,412679,LA,,Yea,Sen. John Kennedy [R],Republican,6
596,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,6
597,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,6
598,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,6
599,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,6
600,300002,TN,,Not Voting,Sen. Lamar Alexander [R],Republican,7
601,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,7
602,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,7
603,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,7
604,300025,ME,,Yea,Sen. Susan Collins [R],Republican,7
605,300027,TX,,Yea,Sen. John Cornyn [R],Republican,7
606,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,7
607,300038,IL,,Not Voting,Sen. Richard Durbin [D],Democrat,7
608,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,7
609,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,7
610,300047,SC,,Not Voting,Sen. Lindsey Graham [R],Republican,7
611,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,7
612,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,7
613,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,7
614,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,7
615,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,7
616,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,7
617,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,7
618,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,7
619,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,7
620,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,7
621,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,7
622,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,7
623,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,7
624,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,7
625,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,7
626,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,7
627,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,7
628,400040,AR,,Yea,Sen. John Boozman [R],Republican,7
629,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,7
630,400054,NC,,Yea,Sen. Richard Burr [R],Republican,7
631,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,7
632,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,7
633,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,7
634,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,7
635,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,7
636,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,7
637,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,7
638,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,7
639,400357,VT,,Yea,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,7
640,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,7
641,400413,NM,,Yea,Sen. Tom Udall [D],Democrat,7
642,400415,MD,,Yea,Sen. Chris Van Hollen Jr. [D],Democrat,7
643,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,7
644,400546,SD,,Yea,Sen. John Thune [R],Republican,7
645,412194,CT,,Yea,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,7
646,412200,HI,,Yea,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,7
647,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,7
648,412218,NV,,Not Voting,"Sen. Dean Heller [R, 2011-2018]",Republican,7
649,412223,NY,,Yea,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,7
650,412242,MN,,Yea,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,7
651,412243,MO,,Yea,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,7
652,412244,MT,,Yea,"Sen. Jon Tester [D, 2007-2024]",Democrat,7
653,412246,PA,,Yea,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,7
654,412247,RI,,Yea,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,7
655,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,7
656,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,7
657,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,7
658,412281,NM,,Yea,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,7
659,412305,MI,,Yea,Sen. Gary Peters [D],Democrat,7
660,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,7
661,412322,ID,,Yea,Sen. James Risch [R],Republican,7
662,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,7
663,412325,OR,,Yea,Sen. Jeff Merkley [D],Democrat,7
664,412330,CO,,Yea,Sen. Michael Bennet [D],Democrat,7
665,412390,DE,,Yea,Sen. Chris Coons [D],Democrat,7
666,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,7
667,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,7
668,412428,IN,,Yea,Sen. Todd Young [R],Republican,7
669,412464,OK,,Yea,Sen. James Lankford [R],Republican,7
670,412471,SC,,Yea,Sen. Tim Scott [R],Republican,7
671,412490,CT,,Yea,Sen. Richard Blumenthal [D],Democrat,7
672,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,7
673,412492,KY,,Yea,Sen. Rand Paul [R],Republican,7
674,412494,ND,,Yea,Sen. John Hoeven [R],Republican,7
675,412495,UT,,Yea,Sen. Mike Lee [R],Republican,7
676,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,7
677,412507,HI,,Yea,Sen. Brian Schatz [D],Democrat,7
678,412508,AR,,Not Voting,Sen. Tom Cotton [R],Republican,7
679,412533,IL,,Yea,Sen. Tammy Duckworth [D],Democrat,7
680,412542,MA,,Yea,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,7
681,412545,ME,,Yea,"Sen. Angus King [I, 2013-2024]",Independent,7
682,412549,MT,,Yea,Sen. Steve Daines [R],Republican,7
683,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,7
684,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,7
685,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,7
686,412582,VA,,Yea,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,7
687,412598,NJ,,Not Voting,Sen. Cory Booker [D],Democrat,7
688,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,7
689,412666,GA,,Not Voting,Sen. David Perdue [R],Republican,7
690,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,7
691,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,7
692,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,7
693,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,7
694,412678,CA,,Yea,Sen. Kamala Harris [D],Democrat,7
695,412679,LA,,Yea,Sen. John Kennedy [R],Republican,7
696,412680,NH,,Yea,Sen. Margaret “Maggie” Hassan [D],Democrat,7
697,412681,NV,,Yea,Sen. Catherine Cortez Masto [D],Democrat,7
698,412741,AL,,Yea,Sen. Doug Jones [D],Democrat,7
699,412742,MN,,Yea,"Sen. Tina Smith [D, 2018-2020]",Democrat,7
700,300002,TN,,Not Voting,Sen. Lamar Alexander [R],Republican,8
701,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,8
702,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,8
703,300023,MS,,Yea,"Sen. Thad Cochran [R, 1979-2018]",Republican,8
704,300025,ME,,Yea,Sen. Susan Collins [R],Republican,8
705,300027,TX,,Yea,Sen. John Cornyn [R],Republican,8
706,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,8
707,300038,IL,,Not Voting,Sen. Richard Durbin [D],Democrat,8
708,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,8
709,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,8
710,300047,SC,,Not Voting,Sen. Lindsey Graham [R],Republican,8
711,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,8
712,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,8
713,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,8
714,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,8
715,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,8
716,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,8
717,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,8
718,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,8
719,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,8
720,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,8
721,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,8
722,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,8
723,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,8
724,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,8
725,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,8
726,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,8
727,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,8
728,400040,AR,,Yea,Sen. John Boozman [R],Republican,8
729,400050,OH,,Yea,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,8
730,400054,NC,,Yea,Sen. Richard Burr [R],Republican,8
731,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,8
732,400064,MD,,Yea,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,8
733,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,8
734,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,8
735,400253,MA,,Yea,Sen. Edward “Ed” Markey [D],Democrat,8
736,400272,NJ,,Yea,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,8
737,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,8
