,person,state,district,vote,name,party,session
9967,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,100
9968,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,100
9969,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,100
9970,412428,IN,,Not Voting,Sen. Todd Young [R],Republican,100
9971,412464,OK,,Yea,Sen. James Lankford [R],Republican,100
9972,412471,SC,,Yea,Sen. Tim Scott [R],Republican,100
9973,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,100
9974,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,100
9975,412492,KY,,Nay,Sen. Rand Paul [R],Republican,100
9976,412494,ND,,Yea,Sen. John Hoeven [R],Republican,100
9977,412495,UT,,Yea,Sen. Mike Lee [R],Republican,100
9978,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,100
9979,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,100
9980,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,100
9981,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,100
9982,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,100
9983,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,100
9984,412549,MT,,Yea,Sen. Steve Daines [R],Republican,100
9985,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,100
9986,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,100
9987,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,100
9988,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,100
9989,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,100
9990,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,100
9991,412666,GA,,Yea,Sen. David Perdue [R],Republican,100
9992,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,100
9993,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,100
9994,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,100
9995,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,100
9996,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,100
9997,412679,LA,,Yea,Sen. John Kennedy [R],Republican,100
9998,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,100
9999,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,100
10000,412741,AL,,Nay,Sen. Doug Jones [D],Democrat,100
10001,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,100
10002,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,100
10003,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,101
10004,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,101
10005,300019,DE,,Nay,"Sen. Thomas Carper [D, 2001-2024]",Democrat,101
10006,300025,ME,,Yea,Sen. Susan Collins [R],Republican,101
10007,300027,TX,,Yea,Sen. John Cornyn [R],Republican,101
10008,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,101
10009,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,101
10010,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,101
10011,300043,CA,,Nay,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,101
10012,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,101
10013,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,101
10014,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,101
10015,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,101
10016,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,101
10017,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,101
10018,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,101
10019,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,101
10020,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,101
10021,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,101
10022,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,101
10023,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,101
10024,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,101
10025,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,101
10026,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,101
10027,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,101
10028,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,101
10029,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,101
10030,400040,AR,,Yea,Sen. John Boozman [R],Republican,101
10031,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,101
10032,400054,NC,,Yea,Sen. Richard Burr [R],Republican,101
10033,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,101
10034,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,101
10035,400134,AZ,,Nay,"Sen. Jeff Flake [R, 2013-2018]",Republican,101
10036,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,101
10037,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,101
10038,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,101
10039,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,101
10040,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,101
10041,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,101
10042,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,101
10043,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,101
10044,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,101
10045,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,101
10046,400546,SD,,Yea,Sen. John Thune [R],Republican,101
10047,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,101
10048,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,101
10049,412205,IN,,Yea,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,101
10050,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,101
10051,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,101
10052,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,101
10053,412243,MO,,Nay,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,101
10054,412244,MT,,Nay,"Sen. Jon Tester [D, 2007-2024]",Democrat,101
10055,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,101
10056,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,101
10057,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,101
10058,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,101
10059,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,101
10060,412281,NM,,Nay,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,101
10061,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,101
10062,412321,VA,,Yea,Sen. Mark Warner [D],Democrat,101
10063,412322,ID,,Yea,Sen. James Risch [R],Republican,101
10064,412323,NH,,Yea,Sen. Jeanne Shaheen [D],Democrat,101
10065,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,101
10066,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,101
10067,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,101
10068,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,101
10069,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,101
10070,412428,IN,,Yea,Sen. Todd Young [R],Republican,101
10071,412464,OK,,Yea,Sen. James Lankford [R],Republican,101
10072,412471,SC,,Yea,Sen. Tim Scott [R],Republican,101
10073,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,101
10074,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,101
10075,412492,KY,,Nay,Sen. Rand Paul [R],Republican,101
10076,412494,ND,,Yea,Sen. John Hoeven [R],Republican,101
10077,412495,UT,,Yea,Sen. Mike Lee [R],Republican,101
10078,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,101
10079,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,101
10080,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,101
10081,412533,IL,,Nay,Sen. Tammy Duckworth [D],Democrat,101
10082,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,101
10083,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,101
10084,412549,MT,,Yea,Sen. Steve Daines [R],Republican,101
10085,412554,ND,,Yea,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,101
10086,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,101
10087,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,101
10088,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,101
10089,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,101
10090,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,101
10091,412666,GA,,Yea,Sen. David Perdue [R],Republican,101
10092,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,101
10093,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,101
10094,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,101
10095,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,101
10096,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,101
10097,412679,LA,,Yea,Sen. John Kennedy [R],Republican,101
10098,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,101
10099,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,101
10100,412741,AL,,Nay,Sen. Doug Jones [D],Democrat,101
10101,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,101
10102,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,101
10103,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,102
10104,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,102
10105,300019,DE,,Nay,"Sen. Thomas Carper [D, 2001-2024]",Democrat,102
10106,300025,ME,,Yea,Sen. Susan Collins [R],Republican,102
10107,300027,TX,,Yea,Sen. John Cornyn [R],Republican,102
10108,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,102
10109,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,102
10110,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,102
10111,300043,CA,,Nay,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,102
10112,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,102
10113,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,102
10114,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,102
10115,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,102
10116,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,102
10117,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,102
10118,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,102
10119,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,102
10120,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,102
10121,300078,FL,,Nay,"Sen. Bill Nelson [D, 2001-2018]",Democrat,102
10122,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,102
10123,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,102
10124,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,102
10125,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,102
10126,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,102
10127,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,102
10128,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,102
10129,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,102
10130,400040,AR,,Yea,Sen. John Boozman [R],Republican,102
10131,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,102
10132,400054,NC,,Yea,Sen. Richard Burr [R],Republican,102
10133,400061,WV,,Not Voting,Sen. Shelley Capito [R],Republican,102
10134,400064,MD,,Nay,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,102
10135,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,102
10136,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,102
10137,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,102
10138,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,102
10139,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,102
10140,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,102
10141,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,102
10142,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,102
10143,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,102
10144,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,102
10145,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,102
10146,400546,SD,,Yea,Sen. John Thune [R],Republican,102
10147,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,102
10148,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,102
10149,412205,IN,,Nay,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,102
10150,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,102
10151,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,102
10152,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,102
10153,412243,MO,,Nay,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,102
10154,412244,MT,,Not Voting,"Sen. Jon Tester [D, 2007-2024]",Democrat,102
10155,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,102
10156,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,102
10157,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,102
10158,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,102
10159,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,102
10160,412281,NM,,Nay,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,102
10161,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,102
10162,412321,VA,,Nay,Sen. Mark Warner [D],Democrat,102
10163,412322,ID,,Yea,Sen. James Risch [R],Republican,102
10164,412323,NH,,Not Voting,Sen. Jeanne Shaheen [D],Democrat,102
10165,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,102
10166,412330,CO,,Nay,Sen. Michael Bennet [D],Democrat,102
10167,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,102
10168,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,102
10169,412406,CO,,Yea,Sen. Cory Gardner [R],Republican,102
10170,412428,IN,,Yea,Sen. Todd Young [R],Republican,102
10171,412464,OK,,Yea,Sen. James Lankford [R],Republican,102
10172,412471,SC,,Yea,Sen. Tim Scott [R],Republican,102
10173,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,102
10174,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,102
10175,412492,KY,,Yea,Sen. Rand Paul [R],Republican,102
10176,412494,ND,,Not Voting,Sen. John Hoeven [R],Republican,102
10177,412495,UT,,Yea,Sen. Mike Lee [R],Republican,102
10178,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,102
10179,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,102
10180,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,102
10181,412533,IL,,Not Voting,Sen. Tammy Duckworth [D],Democrat,102
10182,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,102
10183,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,102
10184,412549,MT,,Yea,Sen. Steve Daines [R],Republican,102
10185,412554,ND,,Nay,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,102
10186,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,102
10187,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,102
10188,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,102
10189,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,102
10190,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,102
10191,412666,GA,,Yea,Sen. David Perdue [R],Republican,102
10192,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,102
10193,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,102
10194,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,102
10195,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,102
10196,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,102
10197,412679,LA,,Yea,Sen. John Kennedy [R],Republican,102
10198,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,102
10199,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,102
10200,412741,AL,,Nay,Sen. Doug Jones [D],Democrat,102
10201,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,102
10202,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,102
10203,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,103
10204,300018,WA,,Nay,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,103
10205,300019,DE,,Nay,"Sen. Thomas Carper [D, 2001-2024]",Democrat,103
10206,300025,ME,,Yea,Sen. Susan Collins [R],Republican,103
10207,300027,TX,,Yea,Sen. John Cornyn [R],Republican,103
10208,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,103
10209,300038,IL,,Nay,Sen. Richard Durbin [D],Democrat,103
10210,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,103
10211,300043,CA,,Nay,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,103
10212,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,103
10213,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,103
10214,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,103
10215,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,103
10216,300065,VT,,Nay,Sen. Patrick Leahy [D],Democrat,103
10217,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,103
10218,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,103
10219,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,103
10220,300076,WA,,Nay,Sen. Patty Murray [D],Democrat,103
10221,300078,FL,,Nay,"Sen. Bill Nelson [D, 2001-2018]",Democrat,103
10222,300081,RI,,Nay,Sen. John “Jack” Reed [D],Democrat,103
10223,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,103
10224,300087,NY,,Nay,Sen. Charles “Chuck” Schumer [D],Democrat,103
10225,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,103
10226,300093,MI,,Nay,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,103
10227,300100,OR,,Nay,Sen. Ron Wyden [D],Democrat,103
10228,400013,WI,,Nay,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,103
10229,400034,MO,,Yea,Sen. Roy Blunt [R],Republican,103
10230,400040,AR,,Yea,Sen. John Boozman [R],Republican,103
10231,400050,OH,,Nay,"Sen. Sherrod Brown [D, 2007-2024]",Democrat,103
10232,400054,NC,,Yea,Sen. Richard Burr [R],Republican,103
10233,400061,WV,,Yea,Sen. Shelley Capito [R],Republican,103
10234,400064,MD,,Not Voting,"Sen. Benjamin Cardin [D, 2007-2024]",Democrat,103
10235,400134,AZ,,Yea,"Sen. Jeff Flake [R, 2013-2018]",Republican,103
10236,400194,GA,,Yea,Sen. John “Johnny” Isakson [R],Republican,103
10237,400253,MA,,Nay,Sen. Edward “Ed” Markey [D],Democrat,103
10238,400272,NJ,,Nay,"Sen. Robert “Bob” Menendez [D, 2006-2024]",Democrat,103
10239,400284,KS,,Yea,Sen. Jerry Moran [R],Republican,103
10240,400325,OH,,Yea,Sen. Robert “Rob” Portman [R],Republican,103
10241,400357,VT,,Nay,"Sen. Bernard “Bernie” Sanders [I, 2007-2024]",Independent,103
10242,400408,PA,,Yea,Sen. Patrick “Pat” Toomey [R],Republican,103
10243,400413,NM,,Nay,Sen. Tom Udall [D],Democrat,103
10244,400415,MD,,Nay,Sen. Chris Van Hollen Jr. [D],Democrat,103
10245,400432,MS,,Yea,"Sen. Roger Wicker [R, 2007-2024]",Republican,103
10246,400546,SD,,Yea,Sen. John Thune [R],Republican,103
10247,412194,CT,,Nay,"Sen. Christopher Murphy [D, 2013-2024]",Democrat,103
10248,412200,HI,,Nay,"Sen. Mazie Hirono [D, 2013-2024]",Democrat,103
10249,412205,IN,,Nay,"Sen. Joe Donnelly [D, 2013-2018]",Democrat,103
10250,412218,NV,,Yea,"Sen. Dean Heller [R, 2011-2018]",Republican,103
10251,412223,NY,,Nay,"Sen. Kirsten Gillibrand [D, 2009-2024]",Democrat,103
10252,412242,MN,,Nay,"Sen. Amy Klobuchar [D, 2007-2018]",Democrat,103
10253,412243,MO,,Nay,"Sen. Claire McCaskill [D, 2007-2018]",Democrat,103
10254,412244,MT,,Nay,"Sen. Jon Tester [D, 2007-2024]",Democrat,103
10255,412246,PA,,Nay,"Sen. Robert “Bob” Casey Jr. [D, 2007-2024]",Democrat,103
10256,412247,RI,,Nay,"Sen. Sheldon Whitehouse [D, 2007-2024]",Democrat,103
10257,412248,TN,,Yea,"Sen. Bob Corker [R, 2007-2018]",Republican,103
10258,412251,WY,,Yea,"Sen. John Barrasso [R, 2007-2018]",Republican,103
10259,412269,LA,,Yea,Sen. Bill Cassidy [R],Republican,103
10260,412281,NM,,Nay,"Sen. Martin Heinrich [D, 2013-2024]",Democrat,103
10261,412305,MI,,Nay,Sen. Gary Peters [D],Democrat,103
10262,412321,VA,,Nay,Sen. Mark Warner [D],Democrat,103
10263,412322,ID,,Yea,Sen. James Risch [R],Republican,103
10264,412323,NH,,Nay,Sen. Jeanne Shaheen [D],Democrat,103
10265,412325,OR,,Nay,Sen. Jeff Merkley [D],Democrat,103
10266,412330,CO,,Not Voting,Sen. Michael Bennet [D],Democrat,103
10267,412390,DE,,Nay,Sen. Chris Coons [D],Democrat,103
10268,412391,WV,,Yea,"Sen. Joe Manchin III [D, 2010-2024]",Democrat,103
10269,412406,CO,,Not Voting,Sen. Cory Gardner [R],Republican,103
10270,412428,IN,,Yea,Sen. Todd Young [R],Republican,103
10271,412464,OK,,Yea,Sen. James Lankford [R],Republican,103
10272,412471,SC,,Yea,Sen. Tim Scott [R],Republican,103
10273,412490,CT,,Nay,Sen. Richard Blumenthal [D],Democrat,103
10274,412491,FL,,Yea,Sen. Marco Rubio [R],Republican,103
10275,412492,KY,,Yea,Sen. Rand Paul [R],Republican,103
10276,412494,ND,,Yea,Sen. John Hoeven [R],Republican,103
10277,412495,UT,,Yea,Sen. Mike Lee [R],Republican,103
10278,412496,WI,,Yea,Sen. Ron Johnson [R],Republican,103
10279,412507,HI,,Nay,Sen. Brian Schatz [D],Democrat,103
10280,412508,AR,,Yea,Sen. Tom Cotton [R],Republican,103
10281,412533,IL,,Not Voting,Sen. Tammy Duckworth [D],Democrat,103
10282,412542,MA,,Nay,"Sen. Elizabeth Warren [D, 2013-2024]",Democrat,103
10283,412545,ME,,Nay,"Sen. Angus King [I, 2013-2024]",Independent,103
10284,412549,MT,,Yea,Sen. Steve Daines [R],Republican,103
10285,412554,ND,,Nay,"Sen. Heidi Heitkamp [D, 2013-2018]",Democrat,103
10286,412556,NE,,Yea,"Sen. Deb Fischer [R, 2013-2024]",Republican,103
10287,412573,TX,,Yea,"Sen. Ted Cruz [R, 2013-2024]",Republican,103
10288,412582,VA,,Nay,"Sen. Timothy “Tim” Kaine [D, 2013-2024]",Democrat,103
10289,412598,NJ,,Nay,Sen. Cory Booker [D],Democrat,103
10290,412665,AK,,Yea,Sen. Dan Sullivan [R],Republican,103
10291,412666,GA,,Yea,Sen. David Perdue [R],Republican,103
10292,412667,IA,,Yea,Sen. Joni Ernst [R],Republican,103
10293,412668,NC,,Yea,Sen. Thom Tillis [R],Republican,103
10294,412669,SD,,Yea,Sen. Mike Rounds [R],Republican,103
10295,412671,NE,,Yea,Sen. Benjamin Sasse [R],Republican,103
10296,412678,CA,,Nay,Sen. Kamala Harris [D],Democrat,103
10297,412679,LA,,Yea,Sen. John Kennedy [R],Republican,103
10298,412680,NH,,Nay,Sen. Margaret “Maggie” Hassan [D],Democrat,103
10299,412681,NV,,Nay,Sen. Catherine Cortez Masto [D],Democrat,103
10300,412741,AL,,Nay,Sen. Doug Jones [D],Democrat,103
10301,412742,MN,,Nay,"Sen. Tina Smith [D, 2018-2020]",Democrat,103
10302,412743,MS,,Yea,"Sen. Cindy Hyde-Smith [R, 2018-2020]",Republican,103
10303,300002,TN,,Yea,Sen. Lamar Alexander [R],Republican,104
10304,300018,WA,,Yea,"Sen. Maria Cantwell [D, 2001-2024]",Democrat,104
10305,300019,DE,,Yea,"Sen. Thomas Carper [D, 2001-2024]",Democrat,104
10306,300025,ME,,Yea,Sen. Susan Collins [R],Republican,104
10307,300027,TX,,Yea,Sen. John Cornyn [R],Republican,104
10308,300030,ID,,Yea,Sen. Michael Crapo [R],Republican,104
10309,300038,IL,,Yea,Sen. Richard Durbin [D],Democrat,104
10310,300041,WY,,Yea,Sen. Michael Enzi [R],Republican,104
10311,300043,CA,,Yea,"Sen. Dianne Feinstein [D, 1992-2024]",Democrat,104
10312,300047,SC,,Yea,Sen. Lindsey Graham [R],Republican,104
10313,300048,IA,,Yea,Sen. Charles “Chuck” Grassley [R],Republican,104
10314,300052,UT,,Yea,"Sen. Orrin Hatch [R, 1977-2018]",Republican,104
10315,300055,OK,,Yea,Sen. James “Jim” Inhofe [R],Republican,104
10316,300065,VT,,Yea,Sen. Patrick Leahy [D],Democrat,104
10317,300071,AZ,,Not Voting,"Sen. John McCain [R, 1987-2018]",Republican,104
10318,300072,KY,,Yea,Sen. Mitch McConnell [R],Republican,104
10319,300075,AK,,Yea,Sen. Lisa Murkowski [R],Republican,104
10320,300076,WA,,Yea,Sen. Patty Murray [D],Democrat,104
10321,300078,FL,,Yea,"Sen. Bill Nelson [D, 2001-2018]",Democrat,104
10322,300081,RI,,Yea,Sen. John “Jack” Reed [D],Democrat,104
10323,300083,KS,,Yea,Sen. Pat Roberts [R],Republican,104
10324,300087,NY,,Yea,Sen. Charles “Chuck” Schumer [D],Democrat,104
10325,300089,AL,,Yea,Sen. Richard Shelby [R],Republican,104
10326,300093,MI,,Yea,"Sen. Debbie Stabenow [D, 2001-2018]",Democrat,104
10327,300100,OR,,Yea,Sen. Ron Wyden [D],Democrat,104
10328,400013,WI,,Yea,"Sen. Tammy Baldwin [D, 2013-2024]",Democrat,104
